"Representative","State","Amount"
"McCarthy Kevin (R-CA)","California","$484650"
"Hurd Will (R-TX)","Texas","$461594"
"Ryan Paul (R-WI)","Wisconsin","$386943"
"Scalise Steve (R-LA)","Louisiana","$383665"
"Brady Kevin (R-TX)","Texas","$377134"
"Culberson John (R-TX)","Texas","$313827"
"Walden Greg (R-OR)","Oregon","$290750"
"Sessions Pete (R-TX)","Texas","$267675"
"Denham Jeff (R-CA)","California","$266341"
"Armstrong Kelly (R-ND)","North Dakota","$240501"
"Coffman Mike (R-CO)","Colorado","$222403"
"Gianforte Greg (R-MT)","Montana","$219640"
"Olson Pete (R-TX)","Texas","$206328"
"Graves Garret (R-LA)","Louisiana","$193801"
"Flores Bill (R-TX)","Texas","$188600"
"Mullin Markwayne (R-OK)","Oklahoma","$183350"
"Cuellar Henry (D-TX)","Texas","$173919"
"Upton Fred (R-MI)","Michigan","$151250"
"Conaway Mike (R-TX)","Texas","$150500"
"Shimkus John (R-IL)","Illinois","$148250"
"Paulsen Erik (R-MN)","Minnesota","$146470"
"Crenshaw Dan (R-TX)","Texas","$134058"
"Herrell Yvette (R-NM)","New Mexico","$133100"
"Walters Mimi (R-CA)","California","$132550"
"Estes Ron (R-KS)","Kansas","$131675"
"Roskam Peter (R-IL)","Illinois","$131500"
"Rodgers Cathy McMorris (R-WA)","Washington","$129550"
"Balderson Troy (R-OH)","Ohio","$127598"
"McCaul Michael (R-TX)","Texas","$126700"
"Roy Chip (R-TX)","Texas","$125700"
"Nunes Devin (R-CA)","California","$124552"
"Johnson Bill (R-OH)","Ohio","$124050"
"Bishop Mike (R-MI)","Michigan","$122654"
"Katko John (R-NY)","New York","$122590"
"Reed Tom (R-NY)","New York","$122475"
"Tenney Claudia (R-NY)","New York","$122290"
"Taylor Van (R-TX)","Texas","$121769"
"Bishop Rob (R-UT)","Utah","$121188"
"Hern Kevin (R-OK)","Oklahoma","$119761"
"Cole Tom (R-OK)","Oklahoma","$119250"
"Barr Andy (R-KY)","Kentucky","$113547"
"Curbelo Carlos (R-FL)","Florida","$112361"
"Handel Karen (R-GA)","Georgia","$107000"
"Tipton Scott (R-CO)","Colorado","$106350"
"Valadao David (R-CA)","California","$103599"
"Mast Brian (R-FL)","Florida","$102569"
"Costa Jim (D-CA)","California","$98505"
"Bruun Bech (R-TX)","Texas","$96750"
"Stivers Steve (R-OH)","Ohio","$96500"
"Williams Roger (R-TX)","Texas","$95450"
"Yoder Kevin (R-KS)","Kansas","$95350"
"Weber Randy (R-TX)","Texas","$94550"
"Latta Bob (R-OH)","Ohio","$93825"
"Cheney Liz (R-WY)","Wyoming","$93700"
"Newman Monty (R-NM)","New Mexico","$93598"
"Fletcher Lizzie (D-TX)","Texas","$93042"
"Faso John (R-NY)","New York","$92317"
"Comstock Barbara (R-VA)","Virginia","$91753"
"Shuster Bill (R-PA)","Pennsylvania","$91112"
"Lewis Jason (R-MN)","Minnesota","$89775"
"Russell Steven (R-OK)","Oklahoma","$85750"
"Hudson Richard (R-NC)","North Carolina","$85700"
"Stewart Chris (R-UT)","Utah","$85650"
"McKinley David (R-WV)","West Virginia","$85175"
"Kelly Mike (R-PA)","Pennsylvania","$85100"
"Knight Steve (R-CA)","California","$82761"
"Poliquin Bruce (R-ME)","Maine","$81920"
"Babin Brian (R-TX)","Texas","$81357"
"Rothfus Keith J (R-PA)","Pennsylvania","$81311"
"Thompson Glenn (R-PA)","Pennsylvania","$80100"
"Bacon Donald John (R-NE)","Nebraska","$79640"
"Richmond Cedric (D-LA)","Louisiana","$79200"
"McHenry Patrick (R-NC)","North Carolina","$79000"
"Taylor Scott (R-VA)","Virginia","$78867"
"Johnson Mike (R-LA)","Louisiana","$78350"
"Schrader Kurt (D-OR)","Oregon","$75250"
"Davis Rodney (R-IL)","Illinois","$73500"
"Westerman Bruce (R-AR)","Arkansas","$73400"
"Duncan Jeff (R-SC)","South Carolina","$73350"
"Holding George (R-NC)","North Carolina","$72950"
"Blum Rod (R-IA)","Iowa","$72576"
"Marchant Kenny (R-TX)","Texas","$71650"
"Granger Kay (R-TX)","Texas","$70900"
"Arrington Jodey (R-TX)","Texas","$70750"
"Smucker Lloyd (R-PA)","Pennsylvania","$70071"
"Fitzpatrick Brian (R-PA)","Pennsylvania","$69408"
"Walberg Tim (R-MI)","Michigan","$69400"
"Higgins Clay (R-LA)","Louisiana","$69150"
"Carter Buddy (R-GA)","Georgia","$68400"
"Pence Greg (R-IN)","Indiana","$68150"
"Gooden Lance (R-TX)","Texas","$66450"
"Donovan Dan (R-NY)","New York","$66100"
"Barton Joe (R-TX)","Texas","$64850"
"LaHood Darin (R-IL)","Illinois","$64600"
"Lucas Frank D (R-OK)","Oklahoma","$64600"
"Veasey Marc (D-TX)","Texas","$64006"
"Walorski Jackie (R-IN)","Indiana","$63450"
"Carter John (R-TX)","Texas","$62350"
"Ratcliffe John (R-TX)","Texas","$62000"
"Smith Lamar (R-TX)","Texas","$57450"
"Bost Mike (R-IL)","Illinois","$56340"
"Young Don (R-AK)","Alaska","$56250"
"Long Billy (R-MO)","Missouri","$55000"
"Saccone Rick (R-PA)","Pennsylvania","$54350"
"Collins Chris (R-NY)","New York","$53900"
"Bilirakis Gus (R-FL)","Florida","$53600"
"Reschenthaler Guy (R-PA)","Pennsylvania","$53550"
"Gallagher Mike (R-WI)","Wisconsin","$53450"
"Allred Colin (D-TX)","Texas","$53385"
"Zeldin Lee (R-NY)","New York","$52775"
"Brat Dave (R-VA)","Virginia","$51150"
"Love Mia (R-UT)","Utah","$50677"
"Green Mark (R-TN)","Tennessee","$49400"
"Duffy Sean P (R-WI)","Wisconsin","$49000"
"Thornberry Mac (R-TX)","Texas","$48925"
"Gonzalez Vicente (D-TX)","Texas","$48762"
"Young David (R-IA)","Iowa","$48647"
"Guthrie Brett (R-KY)","Kentucky","$48050"
"Simpson Mike (R-ID)","Idaho","$47500"
"Perry Scott (R-PA)","Pennsylvania","$46550"
"Huizenga Bill (R-MI)","Michigan","$46175"
"Epstein Lena (R-MI)","Michigan","$46150"
"Steil Bryan (R-WI)","Wisconsin","$46100"
"Hill French (R-AR)","Arkansas","$45900"
"Kinzinger Adam (R-IL)","Illinois","$45500"
"Stefanik Elise (R-NY)","New York","$45500"
"Gohmert Louis B Jr (R-TX)","Texas","$45300"
"Buck Ken (R-CO)","Colorado","$44700"
"Gottheimer Josh (D-NJ)","New Jersey","$44605"
"Hoyer Steny H (D-MD)","Maryland","$43750"
"Womack Steve (R-AR)","Arkansas","$43650"
"Lesko Debbie (R-AZ)","Arizona","$41450"
"Meadows Mark (R-NC)","North Carolina","$41225"
"Rogers Hal (R-KY)","Kentucky","$40996"
"Schweikert David (R-AZ)","Arizona","$40950"
"Meehan Patrick (R-PA)","Pennsylvania","$40750"
"Joyce David P (R-OH)","Ohio","$40600"
"Smith Jason (R-MO)","Missouri","$40500"
"Rohrabacher Dana (R-CA)","California","$40060"
"Neal Richard E (D-MA)","Massachusetts","$39900"
"Correa Lou (D-CA)","California","$39500"
"Graves Sam (R-MO)","Missouri","$39300"
"Lance Leonard (R-NJ)","New Jersey","$38400"
"Tiberi Pat (R-OH)","Ohio","$38250"
"Roberts Kevin (R-TX)","Texas","$38050"
"Rogers Wendy (R-AZ)","Arizona","$37800"
"Budd Ted (R-NC)","North Carolina","$37700"
"Hughes Whit (R-MS)","Mississippi","$37400"
"Bergman John (R-MI)","Michigan","$37345"
"Rouzer David (R-NC)","North Carolina","$37000"
"Kim Young (R-CA)","California","$36900"
"Peterson Collin (D-MN)","Minnesota","$36501"
"Griffith Morgan (R-VA)","Virginia","$36350"
"Gibbs Bob (R-OH)","Ohio","$36250"
"Vela Filemon (D-TX)","Texas","$36006"
"Graves Tom (R-GA)","Georgia","$36000"
"Burgess Michael (R-TX)","Texas","$35250"
"Guest Michael (R-MS)","Mississippi","$35150"
"Collins Doug (R-GA)","Georgia","$35000"
"Grothman Glenn (R-WI)","Wisconsin","$34950"
"Wright Ron (R-TX)","Texas","$34800"
"Triantaphyllis Alex (D-TX)","Texas","$34450"
"McNeill Frank (D-NC)","North Carolina","$34390"
"MacArthur Thomas (R-NJ)","New Jersey","$34350"
"Litton Todd (D-TX)","Texas","$33959"
"Tarkanian Danny (R-NV)","Nevada","$33950"
"Calvert Ken (R-CA)","California","$33500"
"Stauber Pete (R-MN)","Minnesota","$33050"
"Rossi Dino (R-WA)","Washington","$32950"
"Buchanan Vernon (R-FL)","Florida","$31750"
"Peters Scott (D-CA)","California","$31703"
"Farenthold Blake (R-TX)","Texas","$31600"
"Beutler Jaime Herrera (R-WA)","Washington","$31350"
"Pallone Frank Jr (D-NJ)","New Jersey","$30950"
"Curtis John (R-UT)","Utah","$30900"
"Walker Mark (R-NC)","North Carolina","$30200"
"Rice Tom (R-SC)","South Carolina","$29950"
"Johnson Dusty (R-SD)","South Dakota","$29850"
"Kulkarni Sri (D-TX)","Texas","$29704"
"Hollingsworth Trey (R-IN)","Indiana","$29450"
"Palazzo Steven (R-MS)","Mississippi","$29450"
"Kelly Trent (R-MS)","Mississippi","$29087"
"Crist Charlie (D-FL)","Florida","$28505"
"Emmer Tom (R-MN)","Minnesota","$28500"
"Roby Martha (R-AL)","Alabama","$28100"
"Larsen Rick (D-WA)","Washington","$27751"
"Watkins Steve (R-KS)","Kansas","$27700"
"Gonzalez Anthony (R-OH)","Ohio","$27550"
"Wagner Ann (R-MO)","Missouri","$27500"
"Malinowski Tom (D-NJ)","New Jersey","$27303"
"Costello Ryan (R-PA)","Pennsylvania","$27200"
"Norman Ralph (R-SC)","South Carolina","$27150"
"Abraham Ralph (R-LA)","Louisiana","$27050"
"Lipinski Daniel (D-IL)","Illinois","$27000"
"Diaz-Balart Mario (R-FL)","Florida","$26500"
"Norcross Don (D-NJ)","New Jersey","$26210"
"Amodei Mark (R-NV)","Nevada","$26000"
"Mooney Alex (R-WV)","West Virginia","$25850"
"McGrath Amy (D-KY)","Kentucky","$25613"
"Swalwell Eric (D-CA)","California","$25558"
"Pounds Bunni (R-TX)","Texas","$25450"
"Wilson Joe (R-SC)","South Carolina","$25300"
"Hultgren Randy (R-IL)","Illinois","$25200"
"Marshall Roger (R-KS)","Kansas","$25082"
"Fulcher Russ (R-ID)","Idaho","$25000"
"Kustoff David (R-TN)","Tennessee","$25000"
"Rose John (R-TN)","Tennessee","$25000"
"Lamb Conor (D-PA)","Pennsylvania","$24797"
"Harkey Diane (R-CA)","California","$24650"
"Cardenas Tony (D-CA)","California","$24530"
"Tonko Paul (D-NY)","New York","$24475"
"Issa Darrell (R-CA)","California","$24050"
"Green Gene (D-TX)","Texas","$24000"
"Loudermilk Barry (R-GA)","Georgia","$24000"
"Foxx Virginia (R-NC)","North Carolina","$23950"
"Hill Owen (R-CO)","Colorado","$23850"
"Gilpin Tim (D-OK)","Oklahoma","$23750"
"Garcia Sylvia (D-TX)","Texas","$23508"
"Cloud Michael (R-TX)","Texas","$23200"
"Frelinghuysen Rodney (R-NJ)","New Jersey","$22800"
"Lamborn Doug (R-CO)","Colorado","$22791"
"Lujan Ben Ray (D-NM)","New Mexico","$22651"
"Jones Gina Ortiz (D-TX)","Texas","$22579"
"Capuano Michael E (D-MA)","Massachusetts","$22325"
"Kopser Joseph (D-TX)","Texas","$22175"
"Thompson Mike (D-CA)","California","$22000"
"LaMalfa Doug (R-CA)","California","$21980"
"Krishnamoorthi Raja (D-IL)","Illinois","$21925"
"Mullikin Tom (R-SC)","South Carolina","$21900"
"Ossoff Jon (D-GA)","Georgia","$21693"
"Wittman Rob (R-VA)","Virginia","$21615"
"Cook Paul (R-CA)","California","$21500"
"Hardy Cresent (R-NV)","Nevada","$21400"
"Brooks Susan (R-IN)","Indiana","$21300"
"Chabot Steve (R-OH)","Ohio","$20700"
"Ellzey Jake (R-TX)","Texas","$20150"
"Clyburn James E (D-SC)","South Carolina","$20006"
"Newhouse Dan (R-WA)","Washington","$20000"
"Tedeschi Peter (R-MA)","Massachusetts","$19975"
"Amash Justin (R-MI)","Michigan","$19900"
"Royce Ed (R-CA)","California","$19600"
"Byrne Bradley (R-AL)","Alabama","$19200"
"Smith Adrian (R-NE)","Nebraska","$19000"
"Smith Chris (R-NJ)","New Jersey","$18956"
"Gosar Paul (R-AZ)","Arizona","$18600"
"Horn Kendra (D-OK)","Oklahoma","$18557"
"Riggleman Denver (R-VA)","Virginia","$18400"
"Jackson Lee Sheila (D-TX)","Texas","$18206"
"Krebs Shantel (R-SD)","South Dakota","$18150"
"Webber Jay (R-NJ)","New Jersey","$18100"
"Welch Peter (D-VT)","Vermont","$18000"
"Waltz Michael (R-FL)","Florida","$17825"
"Ferguson Drew (R-GA)","Georgia","$17700"
"Harper Gregg (R-MS)","Mississippi","$17660"
"Palmer Gary (R-AL)","Alabama","$17500"
"Salazar Maria (R-FL)","Florida","$17100"
"Biggs Andy (R-AZ)","Arizona","$17000"
"Hagedorn Jim (R-MN)","Minnesota","$17000"
"Matsui Doris (D-CA)","California","$17000"
"Arnold-Jones Janice (R-NM)","New Mexico","$16800"
"Galvin Alyse (D-AK)","Alaska","$16796"
"Sewell Terri (D-AL)","Alabama","$16750"
"Miller Carol (R-WV)","West Virginia","$16700"
"Panetta Jimmy (D-CA)","California","$16500"
"Woodall Rob (R-GA)","Georgia","$16500"
"Koh Dan (D-MA)","Massachusetts","$16450"
"Bucshon Larry (R-IN)","Indiana","$16200"
"Aderholt Robert B (R-AL)","Alabama","$16053"
"Jordan Jim (R-OH)","Ohio","$16000"
"Beyer Don (D-VA)","Virginia","$15902"
"Hegar MJ (D-TX)","Texas","$15739"
"Wenstrup Brad (R-OH)","Ohio","$15700"
"Green Rick (R-MA)","Massachusetts","$15400"
"Sanford Mark (R-SC)","South Carolina","$15400"
"Escobar Veronica (D-TX)","Texas","$15383"
"Turner Michael R (R-OH)","Ohio","$15200"
"Davis Paul (D-KS)","Kansas","$15183"
"Banks Jim (R-IN)","Indiana","$15000"
"McClintock Tom (R-CA)","California","$14750"
"DeFazio Peter (D-OR)","Oregon","$14500"
"Steele Dayna (D-TX)","Texas","$14427"
"DelBene Suzan (D-WA)","Washington","$14011"
"Kennedy Joe III (D-MA)","Massachusetts","$13875"
"Hartzler Vicky (R-MO)","Missouri","$13800"
"Ryan Tim (D-OH)","Ohio","$13725"
"Harris Mark (R-NC)","North Carolina","$13600"
"Slotkin Elissa (D-MI)","Michigan","$13517"
"Landry Jeff (R-LA)","Louisiana","$13500"
"Higgins Brian M (D-NY)","New York","$13100"
"Peterson Lea Marquez (R-AZ)","Arizona","$13000"
"Ross Dennis (R-FL)","Florida","$13000"
"Rush Bobby (D-IL)","Illinois","$13000"
"King Pete (R-NY)","New York","$12900"
"Sheets Kenneth (R-TX)","Texas","$12900"
"Castro Joaquin (D-TX)","Texas","$12890"
"Miller Mike (R-FL)","Florida","$12800"
"Harris Andy (R-MD)","Maryland","$12750"
"Moolenaar John (R-MI)","Michigan","$12750"
"Desjarlais Scott (R-TN)","Tennessee","$12400"
"Kilmer Derek (D-WA)","Washington","$12375"
"Pittenger Robert (R-NC)","North Carolina","$12200"
"Lee Susie (D-NV)","Nevada","$11893"
"Garrett Tom (R-VA)","Virginia","$11850"
"Jones Walter B Jr (R-NC)","North Carolina","$11800"
"Bishop Sanford (D-GA)","Georgia","$11750"
"Butterfield G K (D-NC)","North Carolina","$11500"
"Doyle Mike (D-PA)","Pennsylvania","$11500"
"Maloney Carolyn (D-NY)","New York","$11400"
"McCall Matt (R-TX)","Texas","$11400"
"Posey Bill (R-FL)","Florida","$11400"
"Khanna Ro (D-CA)","California","$11311"
"Comer James (R-KY)","Kentucky","$11250"
"Nelson Shawn (R-CA)","California","$11199"
"Meier Edward (D-TX)","Texas","$11075"
"Burchett Tim (R-TN)","Tennessee","$11050"
"Crow Jason (D-CO)","Colorado","$11020"
"Luetkemeyer Blaine (R-MO)","Missouri","$11000"
"Bryce Randy (D-WI)","Wisconsin","$10819"
"Coleman Andy (R-OK)","Oklahoma","$10754"
"Davidson Warren (R-OH)","Ohio","$10500"
"Joyce John (R-PA)","Pennsylvania","$10500"
"Reed Dave (R-PA)","Pennsylvania","$10500"
"Sensenbrenner Jim (R-WI)","Wisconsin","$10500"
"Hamilton Dan (R-SC)","South Carolina","$10400"
"Meuser Dan (R-PA)","Pennsylvania","$10300"
"Hensarling Jeb (R-TX)","Texas","$10200"
"Massie Thomas (R-KY)","Kentucky","$10200"
"Grayson Alan (D-FL)","Florida","$10196"
"Mucarsel-Powell Debbie (D-FL)","Florida","$10053"
"Harbaugh Ken (D-OH)","Ohio","$10004"
"Marino Tom (R-PA)","Pennsylvania","$10000"
"Payne Donald M Jr (D-NJ)","New Jersey","$10000"
"Steube Greg (R-FL)","Florida","$10000"
"Cline Ben (R-VA)","Virginia","$9950"
"Allen Richard W (R-GA)","Georgia","$9800"
"Manning Kathy (D-NC)","North Carolina","$9762"
"Isaac Jason (R-TX)","Texas","$9750"
"Arrington Katie (R-SC)","South Carolina","$9500"
"Thompson Bennie G (D-MS)","Mississippi","$9500"
"Gowdy Trey (R-SC)","South Carolina","$9475"
"Engel Eliot (D-NY)","New York","$9150"
"Hill Katie (D-CA)","California","$9100"
"Levin Mike (D-CA)","California","$9015"
"Brown Anthony (D-MD)","Maryland","$9000"
"Fleischmann Chuck (R-TN)","Tennessee","$9000"
"O'Connor Danny (D-OH)","Ohio","$8977"
"Tucker Clarke (D-AR)","Arkansas","$8937"
"Harris Tim (R-OK)","Oklahoma","$8800"
"Seaman Victoria (R-NV)","Nevada","$8700"
"Wild Bill (D-MI)","Michigan","$8450"
"Grimm Michael (R-NY)","New York","$8400"
"Sherrill Mikie (D-NJ)","New Jersey","$8353"
"Loebsack David (D-IA)","Iowa","$8262"
"Clark Katherine (D-MA)","Massachusetts","$8206"
"Janz Andrew (D-CA)","California","$8155"
"Kim Andy (D-NJ)","New Jersey","$8142"
"Perlmutter Ed (D-CO)","Colorado","$8111"
"Beals Jeff (D-NY)","New York","$8100"
"Franklin George (D-MI)","Michigan","$8100"
"McCready Dan (D-NC)","North Carolina","$8013"
"Anthony Stavros (R-NV)","Nevada","$8000"
"Dingell Debbie (D-MI)","Michigan","$8000"
"Edwards Eddie (R-NH)","New Hampshire","$8000"
"Foster Bill (D-IL)","Illinois","$7950"
"Moser Laura (D-TX)","Texas","$7943"
"Bustos Cheri (D-IL)","Illinois","$7870"
"Small Xochitl Torres (D-NM)","New Mexico","$7761"
"King Steven A (R-IA)","Iowa","$7750"
"Bright Bobby (R-AL)","Alabama","$7700"
"Phillips Rupie Jr (R-WV)","West Virginia","$7700"
"Rouda Harley (D-CA)","California","$7577"
"Morelle Joseph D (D-NY)","New York","$7503"
"Cartwright Matt (D-PA)","Pennsylvania","$7502"
"Goodlatte Bob (R-VA)","Virginia","$7500"
"Kind Ron (D-WI)","Wisconsin","$7500"
"Walz Tim (D-MN)","Minnesota","$7500"
"Negley William (R-TX)","Texas","$7300"
"Crawford Rick (R-AR)","Arkansas","$7250"
"Scott George (D-PA)","Pennsylvania","$7241"
"Javed Tahir (D-TX)","Texas","$7200"
"Desaulnier Mark (D-CA)","California","$7175"
"Zinke Ryan (R-MT)","Montana","$7100"
"Visclosky Pete (D-IN)","Indiana","$7051"
"Navarro Omar (R-CA)","California","$7043"
"Rochester Lisa Blunt (D-DE)","Delaware","$7029"
"Campa-Najjar Ammar (D-CA)","California","$7017"
"Chrin John (R-PA)","Pennsylvania","$7000"
"Hice Jody (R-GA)","Georgia","$7000"
"Lowenthal Alan (D-CA)","California","$7000"
"Rogers Mike D (R-AL)","Alabama","$7000"
"Sanchez Linda (D-CA)","California","$7000"
"Davids Sharice (D-KS)","Kansas","$6970"
"McNerney Jerry (D-CA)","California","$6900"
"Ward John (R-FL)","Florida","$6750"
"Havens Jonathan (R-TX)","Texas","$6550"
"DeGette Diana (D-CO)","Colorado","$6510"
"Armstrong Wil (R-CO)","Colorado","$6500"
"Cooper Jim (D-TN)","Tennessee","$6500"
"Haaland Debra (D-NM)","New Mexico","$6499"
"Wexton Jennifer (D-VA)","Virginia","$6494"
"Omar Ilhan (D-MN)","Minnesota","$6466"
"Scanlon Mary Gay (D-PA)","Pennsylvania","$6451"
"Rice Kathleen (D-NY)","New York","$6408"
"Barreiro Bruno (R-FL)","Florida","$6400"
"McCann John (R-NJ)","New Jersey","$6400"
"Montenegro Steve (R-AZ)","Arizona","$6400"
"Sarver Jenifer (R-TX)","Texas","$6400"
"Van Drew Jeff (D-NJ)","New Jersey","$6318"
"Schrier Kim (D-WA)","Washington","$6255"
"Keating Bill (D-MA)","Massachusetts","$6250"
"Lewis John (D-GA)","Georgia","$6234"
"Pelosi Nancy (D-CA)","California","$6233"
"Gaetz Matt (R-FL)","Florida","$6200"
"Hammond Scott (R-NV)","Nevada","$6200"
"Poe Ted (R-TX)","Texas","$6200"
"Golden Jared (D-ME)","Maine","$6078"
"Delgado Antonio (D-NY)","New York","$6052"
"Horsford Steven (D-NV)","Nevada","$6044"
"Sanchez Jana Lynne (D-TX)","Texas","$6021"
"Barragan Nanette (D-CA)","California","$6015"
"Boyle Brendan (D-PA)","Pennsylvania","$6000"
"Mitchell Paul (R-MI)","Michigan","$6000"
"Spano Ross (R-FL)","Florida","$6000"
"Siegel Mike (D-TX)","Texas","$5901"
"Luria Elaine (D-VA)","Virginia","$5656"
"Anderson Kelliher Margaret (D-MN)","Minnesota","$5650"
"Niermann Tom (D-KS)","Kansas","$5550"
"Crowley Joseph (D-NY)","New York","$5500"
"Doty Sally (R-MS)","Mississippi","$5500"
"Matlock Jimmy (R-TN)","Tennessee","$5500"
"Gallegos Alex (R-ID)","Idaho","$5400"
"Hinchman Clayton (R-AL)","Alabama","$5400"
"Martinez Tony (D-NM)","New Mexico","$5400"
"Nadler Jerrold (D-NY)","New York","$5400"
"Nichols Jason (D-OK)","Oklahoma","$5400"
"Regalado Raquel (R-FL)","Florida","$5400"
"Fareed Justin (R-CA)","California","$5300"
"Underwood Lauren A (D-IL)","Illinois","$5266"
"Welle Josh (D-NJ)","New Jersey","$5220"
"Clarkson Gavin (R-NM)","New Mexico","$5200"
"Timmons William (R-SC)","South Carolina","$5200"
"Axne Cindy (D-IA)","Iowa","$5086"
"Gasper Theresa (D-OH)","Ohio","$5004"
"Lofgren Zoe (D-CA)","California","$5000"
"Mossburg Matt (R-MD)","Maryland","$5000"
"Aguilar Pete (D-CA)","California","$4983"
"Green Al (D-TX)","Texas","$4956"
"Pelzer Kimberlin Brown (R-CA)","California","$4950"
"McAdams Ben (D-UT)","Utah","$4694"
"Baer Lauren (D-FL)","Florida","$4584"
"Spanberger Abigail (D-VA)","Virginia","$4551"
"McEachin Donald (D-VA)","Virginia","$4550"
"Duncan John J Jr (R-TN)","Tennessee","$4500"
"Kaptur Marcy (D-OH)","Ohio","$4500"
"Salerno Lillian (D-TX)","Texas","$4500"
"Yoho Ted (R-FL)","Florida","$4500"
"Peters Christopher (R-IA)","Iowa","$4350"
"Cisneros Gil (D-CA)","California","$4287"
"Colvin Jesse (D-MD)","Maryland","$4255"
"Waters Maxine (D-CA)","California","$4250"
"Gifford Rufus (D-MA)","Massachusetts","$4200"
"Gabbard Tulsi (D-HI)","Hawaii","$4193"
"Heenan John (D-MT)","Montana","$4126"
"Moulton Seth (D-MA)","Massachusetts","$4100"
